"","x"
"1755",0.000183126825391704
"1756",0.000198679387445414
"1757",0.000216506732184859
"1758",0.000236196592325066
"1759",0.000256546164168591
"1760",0.000275759915202276
"1761",0.000291825458405228
"1762",0.000302963928959746
"1763",0.000308025768574869
"1764",0.000306721400197341
"1765",0.000299633812234191
"1766",0.00028803303347388
"1767",0.000273569149752241
"1768",0.000257938380154006
"1769",0.000242595779402647
"1770",0.000228549728937389
"1771",0.000216244459125386
"1772",0.000205530673983283
"1773",0.000195732358540622
"1774",0.000185818725315522
"1775",0.000174668948882375
"1776",0.000161378913257173
"1777",0.000145526734876732
"1778",0.000127312071229524
"1779",0.000107521457095272
"1780",8.73332171358908e-05
"1781",6.8031724990617e-05
"1782",5.07260796843917e-05
"1783",3.61542494167378e-05
"1784",2.46117836308625e-05
"1785",1.59965423554251e-05
"1786",9.92759366709448e-06
"1787",5.88644598512621e-06
"1788",3.33890519556156e-06
"1789",1.8158259374093e-06
"1790",9.50335044378274e-07
"1791",4.81441122806e-07
"1792",2.38130515023709e-07
"1793",1.16343832423152e-07
"1794",5.6914684465426e-08
"1795",1.34733192645827e-11
"1796",4.36493230991724e-11
"1797",1.38983206792882e-10
"1798",4.27602581251613e-10
"1799",1.26103194759489e-09
"1800",3.55168192387252e-09
"1801",9.53767039784386e-09
"1802",2.44013151936583e-08
"1803",5.94541282371751e-08
"1804",1.37932061886491e-07
"1805",3.04664677871195e-07
"1806",6.40676529893171e-07
"1807",1.28269416265693e-06
"1808",2.44514279060211e-06
"1809",4.43849645056867e-06
"1810",7.67365433614982e-06
"1811",1.26394141640028e-05
"1812",1.98420415202833e-05
"1813",2.97049141819088e-05
"1814",4.24422774004267e-05
"1815",5.79399947952561e-05
"1816",7.56892796861898e-05
"1817",9.48170109360418e-05
"1818",0.000114232918304117
"1819",0.000132873564577898
"1820",0.000149979890177968
"1821",0.000165318535767382
"1822",0.000179262336688209
"1823",0.000192684555143342
"1824",0.000206681757316687
"1825",0.000222199496778668
"1826",0.000239671478632957
"1827",0.000258784101381538
"1828",0.000278443927602043
"1829",0.000296966089563548
"1830",0.000312434444436029
"1831",0.000323130455817047
"1832",0.000327906594594669
"1833",0.000326401532090028
"1834",0.000319052008462356
"1835",0.000306926246140036
"1836",0.000291455210814868
"1837",0.000274149829462219
"1838",0.000256366204237006
"1839",0.000239140018218984
"1840",0.000223083882484021
"1841",0.000208340756051538
"1842",0.000194602983230879
"1843",0.000181216185153981
"1844",0.000167372262089928
"1845",0.000152358875569029
"1846",0.00013579630158132
"1847",0.000117782420383619
"1848",9.88939255679283e-05
"1849",8.00450872744096e-05
"1850",6.22580727512668e-05
"1851",4.64258936484081e-05
"1852",3.31408543552652e-05
"1853",2.26266735834201e-05
"1854",1.47707144125018e-05
"1855",9.2223339271089e-06
"1856",5.51304176501245e-06
"1857",3.16179841278049e-06
"1858",1.74566875448052e-06
"1859",9.32884898948812e-07
"1860",4.86418523327986e-07
"1861",2.5015414539096e-07
"1862",1.28515423009634e-07
"1863",6.67487021223323e-08
"1864",1.65968288609158e-11
"1865",5.1855730582795e-11
"1866",1.61985570046143e-10
"1867",4.9329309564859e-10
"1868",1.44618212952937e-09
"1869",4.05778601492487e-09
"1870",1.08677734547277e-08
"1871",2.77483106773657e-08
"1872",6.75018350676266e-08
"1873",1.56403056038042e-07
"1874",3.45110044752169e-07
"1875",7.25140832039036e-07
"1876",1.45089701927644e-06
"1877",2.76453717956032e-06
"1878",5.01682814685809e-06
"1879",8.67239055656501e-06
"1880",1.42848063761045e-05
"1881",2.2429155205114e-05
"1882",3.35895104848431e-05
"1883",4.80167887284523e-05
"1884",6.55933346723735e-05
"1885",8.57552475313381e-05
"1886",0.000107520921454995
"1887",0.000129648609060308
"1888",0.000150901478821681
"1889",0.000170351508670222
"1890",0.000187625061617426
"1891",0.000202999428169221
"1892",0.000217302732834545
"1893",0.000231634420316342
"1894",0.000246985245583287
"1895",0.00026387127358801
"1896",0.000282094069532723
"1897",0.000300701222032564
"1898",0.000318160570685311
"1899",0.000332696670844954
"1900",0.000342689087457032
"1901",0.000347015875381212
"1902",0.000345249582076658
"1903",0.000337669483404503
"1904",0.000325119100154879
"1905",0.000308782915413215
"1906",0.000289961520769094
"1907",0.000269893767389805
"1908",0.000249632380456907
"1909",0.00022995474129328
"1910",0.000211296261756137
"1911",0.000193718743701532
"1912",0.0001769442496925
"1913",0.000160475743425121
"1914",0.000143789842565349
"1915",0.000126546193832473
"1916",0.000108739403610167
"1917",9.07369817498315e-05
"1918",7.31921782471602e-05
"1919",5.68699450550112e-05
"1920",4.24532742141527e-05
"1921",3.0394895538219e-05
"1922",2.08518674684489e-05
"1923",1.37046957354487e-05
"1924",8.63493931911112e-06
"1925",5.22447529515631e-06
"1926",3.04466261567074e-06
"1927",1.71740264530296e-06
"1928",9.44486944454556e-07
"1929",5.11438078253691e-07
"1930",2.75909834257302e-07
"1931",1.49987970075262e-07
"1932",8.27698372868467e-08
"1933",2.10017222988096e-11
"1934",6.23451336383027e-11
"1935",1.89311924488419e-10
"1936",5.67764256544423e-10
"1937",1.65013766328775e-09
"1938",4.60512475140763e-09
"1939",1.22879337804042e-08
"1940",3.12875732725099e-08
"1941",7.59465754172382e-08
"1942",1.75663122849779e-07
"1943",3.87062371734383e-07
"1944",8.12372356823448e-07
"1945",1.62399591953762e-06
"1946",3.09230456587403e-06
"1947",5.60905511902603e-06
"1948",9.69360097980968e-06
"1949",1.59657718326065e-05
"1950",2.50715496582443e-05
"1951",3.75585822361915e-05
"1952",5.37181894959955e-05
"1953",7.34335953270483e-05
"1954",9.60902397577533e-05
"1955",0.000120601392214502
"1956",0.00014557442502272
"1957",0.00016959502530979
"1958",0.000191555794038961
"1959",0.00021092542379783
"1960",0.000227862328274873
"1961",0.000243123340140862
"1962",0.000257786796757129
"1963",0.00027287275849256
"1964",0.000288977130039714
"1965",0.000306030375232412
"1966",0.000323250210906073
"1967",0.000339296718883962
"1968",0.000352577196429689
"1969",0.000361605174220615
"1970",0.000365307149982345
"1971",0.000363196460986191
"1972",0.000355387444734999
"1973",0.000342482091798206
"1974",0.000325398565893908
"1975",0.000305209592378168
"1976",0.000283024254395807
"1977",0.00025990462742349
"1978",0.000236787798152551
"1979",0.000214396468154989
"1980",0.000193154749095521
"1981",0.000173151701108594
"1982",0.00015419083558953
"1983",0.000135928270810949
"1984",0.000118056807960987
"1985",0.000100466281432657
"1986",8.33186022689812e-05
"1987",6.70138986293947e-05
"1988",5.20705159519163e-05
"1989",3.89727879742815e-05
"1990",2.80441645189578e-05
"1991",1.93829678474285e-05
"1992",1.28677952072069e-05
"1993",8.21445505083806e-06
"1994",5.05491280947972e-06
"1995",3.01114063093545e-06
"1996",1.74740491629022e-06
"1997",9.96544239558699e-07
"1998",5.6447292792234e-07
"1999",3.20963885149825e-07
"2000",1.84607828581424e-07
"2001",1.07584272104331e-07
"2002",2.75868465488034e-11
"2003",7.65307042357302e-11
"2004",2.23172229223628e-10
"2005",6.54480174210983e-10
"2006",1.87828882512671e-09
"2007",5.20167373339516e-09
"2008",1.38081439101096e-08
"2009",3.50253340996433e-08
"2010",8.47692902840231e-08
"2011",1.95606485238913e-07
"2012",4.3017866704173e-07
"2013",9.01461480032446e-07
"2014",1.79985882983712e-06
"2015",3.42389287962729e-06
"2016",6.20619104004975e-06
"2017",1.07207435693026e-05
"2018",1.76537659950835e-05
"2019",2.77228885019728e-05
"2020",4.15411909924129e-05
"2021",5.94438600104751e-05
"2022",8.13202884843619e-05
"2023",0.000106511994562432
"2024",0.000133834060414613
"2025",0.000161747966740302
"2026",0.00018866225294301
"2027",0.000213283305621979
"2028",0.000234906807187909
"2029",0.000253549220579717
"2030",0.000269868583738008
"2031",0.000284895685344034
"2032",0.000299660975769709
"2033",0.000314834434294472
"2034",0.000330485728368832
"2035",0.000346028063126189
"2036",0.000360349189742386
"2037",0.000372077004416613
"2038",0.000379891323314923
"2039",0.000382788059590536
"2040",0.00038022899665798
"2041",0.000372159945868971
"2042",0.000358931317853304
"2043",0.000341183703379955
"2044",0.00031975310616505
"2045",0.000295613194157179
"2046",0.00026983120066199
"2047",0.000243498177994486
"2048",0.000217614266278951
"2049",0.000192951090235783
"2050",0.000169946287942988
"2051",0.000148684882441221
"2052",0.00012898647784266
"2053",0.000110567141812797
"2054",9.32098811239732e-05
"2055",7.68767392054662e-05
"2056",6.17266214462608e-05
"2057",4.80467035720038e-05
"2058",3.61387210444548e-05
"2059",2.62110014093963e-05
"2060",1.83137093717825e-05
"2061",1.23298778157171e-05
"2062",8.01194047882857e-06
"2063",5.04125715372497e-06
"2064",3.08781725335435e-06
"2065",1.85486542538787e-06
"2066",1.10294874415657e-06
"2067",6.55570152042221e-07
"2068",3.92522538080925e-07
"2069",2.37456023764778e-07
"2070",1.44684297508387e-07
"2071",3.7912609406855e-11
"2072",9.68465227754989e-11
"2073",2.67347753788419e-10
"2074",7.5938324705387e-10
"2075",2.14013702062601e-09
"2076",5.86265819378068e-09
"2077",1.54518163116094e-08
"2078",3.89931877143472e-08
"2079",9.39984754328347e-08
"2080",2.1621387796009e-07
"2081",4.74266320591483e-07
"2082",9.91745578504509e-07
"2083",1.97673319496084e-06
"2084",3.75528862336912e-06
"2085",6.79994157938203e-06
"2086",1.17380486101754e-05
"2087",1.93209113931126e-05
"2088",3.03370514261791e-05
"2089",4.54656195589717e-05
"2090",6.50886524584193e-05
"2091",8.91077100869758e-05
"2092",0.000116829299992146
"2093",0.00014698084695416
"2094",0.000177887497117866
"2095",0.000207785756276841
"2096",0.000235193079998055
"2097",0.000259219557423654
"2098",0.000279717695286608
"2099",0.00029721871346595
"2100",0.000312677674552509
"2101",0.000327113940669328
"2102",0.000341262598016638
"2103",0.000355338922183835
"2104",0.00036897222957255
"2105",0.000381307860818421
"2106",0.000391226403959595
"2107",0.000397601258831485
"2108",0.000399515714510436
"2109",0.00039638777535127
"2110",0.000387994918371225
"2111",0.000374433013928367
"2112",0.000356062979470923
"2113",0.000333484602440653
"2114",0.000307538078137054
"2115",0.000279295850667982
"2116",0.000249997328808468
"2117",0.000220906439641793
"2118",0.000193120812808202
"2119",0.00016740015457197
"2120",0.000144084127682772
"2121",0.00012313358560258
"2122",0.000104274207367634
"2123",8.7179041704758e-05
"2124",7.16173127855698e-05
"2125",5.7521637905534e-05
"2126",4.49673740418981e-05
"2127",3.4093700844812e-05
"2128",2.50113991374129e-05
"2129",1.77355324790396e-05
"2130",1.21613432495404e-05
"2131",8.08075980539767e-06
"2132",5.22364836356086e-06
"2133",3.30483222832632e-06
"2134",2.06242895185131e-06
"2135",1.28069010375031e-06
"2136",7.97384871574312e-07
"2137",4.99870809689547e-07
"2138",3.15188070497339e-07
"2139",1.98697209993623e-07
"2140",5.46530451223084e-11
"2141",1.27425696689963e-10
"2142",3.28186898307031e-10
"2143",8.92360632274996e-10
"2144",2.45153675207864e-09
"2145",6.61423872491791e-09
"2146",1.72623963082658e-08
"2147",4.32608269207483e-08
"2148",1.03735606237443e-07
"2149",2.37603490691396e-07
"2150",5.19383331165366e-07
"2151",1.08300026221961e-06
"2152",2.15359746322677e-06
"2153",4.08363726634997e-06
"2154",7.38375357792422e-06
"2155",1.2732216765222e-05
"2156",2.09426252694091e-05
"2157",3.28720186725482e-05
"2158",4.92648536889768e-05
"2159",7.0552269680796e-05
"2160",9.66544073655952e-05
"2161",0.000126853562481956
"2162",0.000159803409396684
"2163",0.000193706814855789
"2164",0.000226638288006587
"2165",0.00025692815648956
"2166",0.000283491748173297
"2167",0.00030599754222769
"2168",0.000324822358078604
"2169",0.000340816515260566
"2170",0.00035496489603718
"2171",0.000368055764813934
"2172",0.000380452250349648
"2173",0.000392014918191702
"2174",0.000402169996751664
"2175",0.000410075815676125
"2176",0.000414820414934792
"2177",0.000415588423296138
"2178",0.000411761293961436
"2179",0.000402951780482344
"2180",0.000389005209515566
"2181",0.000370009893067126
"2182",0.000346339397383689
"2183",0.000318710251395828
"2184",0.000288204900427299
"2185",0.000256206404202564
"2186",0.000224226077772959
"2187",0.00019366057328416
"2188",0.000165558304428459
"2189",0.000140479884966429
"2190",0.000118499562986799
"2191",9.93352865247562e-05
"2192",8.25455097858341e-05
"2193",6.77141869782992e-05
"2194",5.45646135981042e-05
"2195",4.29826089957795e-05
"2196",3.29680207541124e-05
"2197",2.45545438602741e-05
"2198",1.77374176251976e-05
"2199",1.24332645174436e-05
"2200",8.47698536421753e-06
"2201",5.64606064011138e-06
"2202",3.69658717302034e-06
"2203",2.39693128388213e-06
"2204",1.55055442093527e-06
"2205",1.00579567174224e-06
"2206",6.54880176579997e-07
"2207",4.2642846028202e-07
"2208",2.75675042827427e-07
"2209",8.23333777089212e-11
"2210",1.75196665923655e-10
"2211",4.1618704337015e-10
"2212",1.06950091467497e-09
"2213",2.83797415346423e-09
"2214",7.49854624081131e-09
"2215",1.9311772400776e-08
"2216",4.79513207945319e-08
"2217",1.14184483154073e-07
"2218",2.60088467790131e-07
"2219",5.65950077611337e-07
"2220",1.17565127048044e-06
"2221",2.33054924811294e-06
"2222",4.40792697339555e-06
"2223",7.95397008382399e-06
"2224",1.36942874682949e-05
"2225",2.25005104988322e-05
"2226",3.52941459625265e-05
"2227",5.28826191522322e-05
"2228",7.5747401683812e-05
"2229",0.000103833638112012
"2230",0.000136411623550496
"2231",0.000172078105536468
"2232",0.000208931889843381
"2233",0.000244900355457902
"2234",0.000278133261709153
"2235",0.000307346018003937
"2236",0.000332005840922116
"2237",0.000352309081666724
"2238",0.000368972511915268
"2239",0.000382922052900048
"2240",0.000394984689843027
"2241",0.000405669456327044
"2242",0.000415077353428935
"2243",0.00042293140141194
"2244",0.000428684771185647
"2245",0.000431654071096752
"2246",0.000431134459378567
"2247",0.000426476857852949
"2248",0.000417135731744456
"2249",0.000402716237575695
"2250",0.00038304975495976
"2251",0.000358302650457464
"2252",0.000329085240435033
"2253",0.000296499686034705
"2254",0.000262069579513204
"2255",0.000227535634492611
"2256",0.000194562544714585
"2257",0.000164448760050965
"2258",0.00013793665950427
"2259",0.000115181273704067
"2260",9.58720647182473e-05
"2261",7.94464484736398e-05
"2262",6.53104149691996e-05
"2263",5.29959540960939e-05
"2264",4.22235561162985e-05
"2265",3.28792891242147e-05
"2266",2.49425019632764e-05
"2267",1.84057646749766e-05
"2268",1.3217530382463e-05
"2269",9.25980246375436e-06
"2270",6.35691785991494e-06
"2271",4.30249215982409e-06
"2272",2.89019117412324e-06
"2273",1.93788652195683e-06
"2274",1.30058275915525e-06
"2275",8.72572102470137e-07
"2276",5.82210827805531e-07
"2277",3.8341904221957e-07
"2278",1.28517328017931e-10
"2279",2.51635985036019e-10
"2280",5.48489825878565e-10
"2281",1.31656469884933e-09
"2282",3.33939231599538e-09
"2283",8.58062024259278e-09
"2284",2.17109774914922e-08
"2285",5.32591475049007e-08
"2286",1.25683984856531e-07
"2287",2.8423887442162e-07
"2288",6.14867383387151e-07
"2289",1.27099580612136e-06
"2290",2.50920816211579e-06
"2291",4.72969534465961e-06
"2292",8.511021098135e-06
"2293",1.46215615534857e-05
"2294",2.39853267186415e-05
"2295",3.75825547782383e-05
"2296",5.62795802372469e-05
"2297",8.06080824426865e-05
"2298",0.000110544123861651
"2299",0.000145358960926755
"2300",0.000183611450970928
"2301",0.000223318122681505
"2302",0.000262278591363882
"2303",0.000298473434005694
"2304",0.000330417517250499
"2305",0.000357363316207417
"2306",0.000379303319749361
"2307",0.000396793333954181
"2308",0.000410675714842716
"2309",0.000421799781794031
"2310",0.000430814513202325
"2311",0.000438064404456789
"2312",0.000443577374158449
"2313",0.000447110089816828
"2314",0.000448214023734243
"2315",0.000446298759473657
"2316",0.000440688889182327
"2317",0.00043068906228565
"2318",0.000415680023991168
"2319",0.000395259385144771
"2320",0.000369413318356088
"2321",0.000338670316816311
"2322",0.000304166748999053
"2323",0.000267565749555392
"2324",0.000230819040553518
"2325",0.000195826013404749
"2326",0.000164092941986083
"2327",0.00013650085626196
"2328",0.000113249296670635
"2329",9.39755522080817e-05
"2330",7.79876163368354e-05
"2331",6.45199582077643e-05
"2332",5.29314248736952e-05
"2333",4.28023383271273e-05
"2334",3.39319939906992e-05
"2335",2.62697426913918e-05
"2336",1.98240851421943e-05
"2337",1.45868197837067e-05
"2338",1.04917887027656e-05
"2339",7.40963276965576e-06
"2340",5.16768017435672e-06
"2341",3.5798031506923e-06
"2342",2.47337336284329e-06
"2343",1.70613645269421e-06
"2344",1.17171306460108e-06
"2345",7.96446004581494e-07
"2346",5.31826332285299e-07
"2347",2.05691451838433e-10
"2348",3.75536347087942e-10
"2349",7.5278283526958e-10
"2350",1.67430759374655e-09
"2351",4.01733395413092e-09
"2352",9.9580933503777e-09
"2353",2.46239523117711e-08
"2354",5.94713828156587e-08
"2355",1.3874367676952e-07
"2356",3.10945528342777e-07
"2357",6.67634237815185e-07
"2358",1.37141917323052e-06
"2359",2.69310594094706e-06
"2360",5.05370949183981e-06
"2361",9.0605646663471e-06
"2362",1.55194385101734e-05
"2363",2.539982398429e-05
"2364",3.97333142235292e-05
"2365",5.94392403425525e-05
"2366",8.50976455258734e-05
"2367",0.000116720295359026
"2368",0.000153592288560452
"2369",0.000194254916045853
"2370",0.000236666939592274
"2371",0.000278523529171431
"2372",0.000317652203008497
"2373",0.000352371636878467
"2374",0.000381710759101772
"2375",0.000405438687193834
"2376",0.000423925487982052
"2377",0.000437906291944439
"2378",0.000448235165613597
"2379",0.000455691429675439
"2380",0.000460860102199796
"2381",0.000464074268720028
"2382",0.000465394227287075
"2383",0.000464604870126279
"2384",0.000461228574421299
"2385",0.000454565472787066
"2386",0.000443779991768373
"2387",0.00042804828023875
"2388",0.000406763245004749
"2389",0.000379764297398653
"2390",0.00034752826030714
"2391",0.00031124449307822
"2392",0.000272717165057674
"2393",0.000234091360542823
"2394",0.0001974671627465
"2395",0.000164514824873321
"2396",0.000136208734407121
"2397",0.000112754306157776
"2398",9.37107239542917e-05
"2399",7.8246298887585e-05
"2400",6.54291132207186e-05
"2401",5.44624042866482e-05
"2402",4.48115310921884e-05
"2403",3.62166048623296e-05
"2404",2.86222084001609e-05
"2405",2.20722886895852e-05
"2406",1.66142403300196e-05
"2407",1.22389356409943e-05
"2408",8.86296298215226e-06
"2409",6.34360111848834e-06
"2410",4.50985765593644e-06
"2411",3.19378790046754e-06
"2412",2.25214705459751e-06
"2413",1.57540285112633e-06
"2414",1.08638925996623e-06
"2415",7.33238142615874e-07
"2416",3.34211415261503e-10
"2417",5.77319406628297e-10
"2418",1.0733359318469e-09
"2419",2.20660033483532e-09
"2420",4.96554670589005e-09
"2421",1.17748901089486e-08
"2422",2.82855752167591e-08
"2423",6.6992806335518e-08
"2424",1.54081876962459e-07
"2425",3.41482825988526e-07
"2426",7.26457506592019e-07
"2427",1.48059030168129e-06
"2428",2.88803226500539e-06
"2429",5.38856276844363e-06
"2430",9.61448213594284e-06
"2431",1.64030130950359e-05
"2432",2.67611999001925e-05
"2433",4.17630631834904e-05
"2434",6.23730518953101e-05
"2435",8.92156187985642e-05
"2436",0.000122341187400434
"2437",0.000161060527986104
"2438",0.000203917867050136
"2439",0.000248840396316317
"2440",0.000293445378081227
"2441",0.000335427904882895
"2442",0.000372920153200789
"2443",0.000404724265788521
"2444",0.000430371589791926
"2445",0.000450025614012505
"2446",0.000464292643668207
"2447",0.000474013516197532
"2448",0.000480085163286976
"2449",0.000483324454628273
"2450",0.000484362359287306
"2451",0.000483554726942215
"2452",0.000480910958050009
"2453",0.000476059121995386
"2454",0.000468274052640319
"2455",0.000456589696827354
"2456",0.000439999919889868
"2457",0.000417725947671372
"2458",0.00038949832791128
"2459",0.000355776571909255
"2460",0.0003178253049672
"2461",0.000277593838723068
"2462",0.000237404737061862
"2463",0.000199525769474885
"2464",0.00016574763476002
"2465",0.000137092453721517
"2466",0.000113731969685041
"2467",9.51199680143615e-05
"2468",8.0273223825853e-05
"2469",6.80970181531898e-05
"2470",5.76552724998443e-05
"2471",4.83228244097875e-05
"2472",3.98079199985701e-05
"2473",3.20757095016193e-05
"2474",2.52253884051143e-05
"2475",1.93724858728638e-05
"2476",1.45702867400198e-05
"2477",1.07810702232708e-05
"2478",7.88839208691312e-06
"2479",5.73149583285343e-06
"2480",4.14261268510588e-06
"2481",2.97420848782105e-06
"2482",2.11160200518383e-06
"2483",1.47306543028221e-06
"2484",1.00275960100154e-06
"2485",5.46837399556492e-10
"2486",9.05658798976053e-10
"2487",1.58022571732828e-09
"2488",3.01271590869044e-09
"2489",6.32572047604926e-09
"2490",1.42408127083389e-08
"2491",3.30258038330563e-08
"2492",7.6376287463141e-08
"2493",1.72666217186952e-07
"2494",3.77567786273076e-07
"2495",7.94345481689346e-07
"2496",1.6036183979798e-06
"2497",3.10230219115879e-06
"2498",5.74712763084397e-06
"2499",1.01916262720275e-05
"2500",1.72982701629588e-05
"2501",2.81029358568958e-05
"2502",4.37117189839053e-05
"2503",6.51242463801834e-05
"2504",9.30029121218524e-05
"2505",0.000127437168191366
"2506",0.000167773169542381
"2507",0.000212577522414553
"2508",0.000259772549430651
"2509",0.000306926492530139
"2510",0.000351626820378287
"2511",0.00039183452528013
"2512",0.000426128135169935
"2513",0.000453793131769743
"2514",0.000474770792727221
"2515",0.000489520170793593
"2516",0.000498851349673017
"2517",0.000503763618244174
"2518",0.000505291836002317
"2519",0.000504350570211803
"2520",0.000501575561843783
"2521",0.000497184941268988
"2522",0.000490900230088812
"2523",0.000481967202814962
"2524",0.000469298282143699
"2525",0.000451728205386081
"2526",0.000428341359267753
"2527",0.000398799572033285
"2528",0.000363581772332703
"2529",0.000324052547358384
"2530",0.000282312963691246
"2531",0.000240849763383902
"2532",0.000202067912301675
"2533",0.000167837199057412
"2534",0.000139183379115413
"2535",0.000116205617355626
"2536",9.82247052486494e-05
"2537",8.40929414719605e-05
"2538",7.25548367338281e-05
"2539",6.25496374145434e-05
"2540",5.33846533245187e-05
"2541",4.4762501500445e-05
"2542",3.66935212327711e-05
"2543",2.93515172301786e-05
"2544",2.29324075627111e-05
"2545",1.75570816588204e-05
"2546",1.32331681900212e-05
"2547",9.8669082211635e-06
"2548",7.30318776153889e-06
"2549",5.37044197318604e-06
"2550",3.91424859064783e-06
"2551",2.81352746776933e-06
"2552",1.98159720388456e-06
"2553",1.35851105932337e-06
"2554",8.95603423541781e-10
"2555",1.43749519454079e-09
"2556",2.38323883365875e-09
"2557",4.24572648863415e-09
"2558",8.31073701625993e-09
"2559",1.76597172634247e-08
"2560",3.93026820749893e-08
"2561",8.83607254926365e-08
"2562",1.95757552710954e-07
"2563",4.21413135164119e-07
"2564",8.75177395245297e-07
"2565",1.74715287629282e-06
"2566",3.34691081936117e-06
"2567",6.14680415632299e-06
"2568",1.08182225035798e-05
"2569",1.82427218526225e-05
"2570",2.94757803935379e-05
"2571",4.56439430659067e-05
"2572",6.77699375362469e-05
"2573",9.6544718856215e-05
"2574",0.000132093786087491
"2575",0.00017380517491475
"2576",0.000220284963996869
"2577",0.000269476555945599
"2578",0.000318929458244794
"2579",0.000366152062628271
"2580",0.000408955318422373
"2581",0.000445704481453383
"2582",0.000475438490114935
"2583",0.000497867177227292
"2584",0.000513288139973665
"2585",0.000522464453521921
"2586",0.000526480631620962
"2587",0.000526571092284137
"2588",0.000523913449172996
"2589",0.00051940096140378
"2590",0.000513438699755163
"2591",0.000505824824892283
"2592",0.000495769342428839
"2593",0.000482070499297043
"2594",0.000463426296058383
"2595",0.000438818781623688
"2596",0.000407881152144416
"2597",0.000371148869889311
"2598",0.00033011232440486
"2599",0.000287033093498337
"2600",0.000244551924208215
"2601",0.000205184268379746
"2602",0.000170841505582505
"2603",0.000142512221860397
"2604",0.00012018631686487
"2605",0.000103024892521403
"2606",8.97024695583566e-05
"2607",7.88035012493066e-05
"2608",6.91553454624551e-05
"2609",6.00187874702164e-05
"2610",5.11152054136278e-05
"2611",4.25231829125374e-05
"2612",3.45092330181391e-05
"2613",2.73609444754205e-05
"2614",2.12713216879866e-05
"2615",1.62926490994615e-05
"2616",1.2350289930682e-05
"2617",9.29060705357193e-06
"2618",6.93504246530341e-06
"2619",5.1206806567631e-06
"2620",3.71982945543031e-06
"2621",2.64136894132887e-06
"2622",1.82176124786448e-06
"2623",1.46204796859613e-09
"2624",2.2929364561026e-09
"2625",3.65251357522474e-09
"2626",6.13970040855591e-09
"2627",1.12387440188795e-08
"2628",2.24700857891602e-08
"2629",4.77481970500846e-08
"2630",1.03920117136439e-07
"2631",2.24959371373005e-07
"2632",4.75773503575938e-07
"2633",9.73742267957052e-07
"2634",1.91941021318743e-06
"2635",3.6355431886504e-06
"2636",6.60950829063424e-06
"2637",1.15278325947535e-05
"2638",1.9285348425777e-05
"2639",3.09476783120589e-05
"2640",4.76490851992566e-05
"2641",7.04211303865364e-05
"2642",9.99706686735349e-05
"2643",0.00013645217769586
"2644",0.000179297782404727
"2645",0.000227166502180402
"2646",0.00027804676369478
"2647",0.000329500050266093
"2648",0.000378987490358195
"2649",0.000424197071982199
"2650",0.000463298938747512
"2651",0.000495093203145316
"2652",0.000519056477879212
"2653",0.000535315864237999
"2654",0.00054457319195472
"2655",0.000547979819550997
"2656",0.000546947391210334
"2657",0.000542890584347409
"2658",0.0005369320980886
"2659",0.000529637162454437
"2660",0.000520859935789836
"2661",0.000509765159338604
"2662",0.000495042023087911
"2663",0.000475272002458045
"2664",0.000449366971169404
"2665",0.000416969316467613
"2666",0.000378706549413014
"2667",0.000336220442570007
"2668",0.000291943378510501
"2669",0.000248663286257557
"2670",0.000208984093105154
"2671",0.000174826515102001
"2672",0.000147106048317993
"2673",0.000125670404391844
"2674",0.000109496501702248
"2675",9.70683451694385e-05
"2676",8.68102012328517e-05
"2677",7.74484890043408e-05
"2678",6.8216090401241e-05
"2679",5.88749897605523e-05
"2680",4.95926328245344e-05
"2681",4.07441825215504e-05
"2682",3.27184185900609e-05
"2683",2.57837024097977e-05
"2684",2.00355900154701e-05
"2685",1.54149396721419e-05
"2686",1.17659642263892e-05
"2687",8.90093883725434e-06
"2688",6.64815650637629e-06
"2689",4.87444980037439e-06
"2690",3.4859479699963e-06
"2691",2.41688465921818e-06
"2692",2.37218716051852e-09
"2693",3.65705120108996e-09
"2694",5.64869277021218e-09
"2695",9.04932900944274e-09
"2696",1.55825430018902e-08
"2697",2.93032023917395e-08
"2698",5.92325669551872e-08
"2699",1.24329069928935e-07
"2700",2.62276718656332e-07
"2701",5.43985844868029e-07
"2702",1.09574288281573e-06
"2703",2.13011472968084e-06
"2704",3.98441282373136e-06
"2705",7.16135341430401e-06
"2706",1.23608069411103e-05
"2707",2.04857332837691e-05
"2708",3.26024924715006e-05
"2709",4.9839403578832e-05
"2710",7.32203815764938e-05
"2711",0.000103451928242363
"2712",0.000140705693939471
"2713",0.000184454846000884
"2714",0.000233420018289719
"2715",0.000285655426783642
"2716",0.00033876472309948
"2717",0.000390196341515736
"2718",0.000437548342899632
"2719",0.000478822220623284
"2720",0.000512596159727382
"2721",0.000538120103306841
"2722",0.000555347558003482
"2723",0.00056490752812238
"2724",0.00056799916487107
"2725",0.000566185762830938
"2726",0.000561088504364126
"2727",0.000554026794340819
"2728",0.000545695337756203
"2729",0.00053598068194699
"2730",0.000523990369919236
"2731",0.000508307062937796
"2732",0.000487412647391707
"2733",0.000460176975896544
"2734",0.000426285244572301
"2735",0.000386489072805699
"2736",0.000342605488598776
"2737",0.00029724867920489
"2738",0.000253350144765384
"2739",0.000213585482469984
"2740",0.000179858743814889
"2741",0.000152982622695091
"2742",0.000132634920207099
"2743",0.000117587428539043
"2744",0.000106122551310479
"2745",9.65040910215932e-05
"2746",8.73668686264306e-05
"2747",7.79318649138719e-05
"2748",6.80203478547727e-05
