"","x"
"1067",0.00397511354666501
"1068",0.00457985889538533
"1069",0.00514193231585341
"1070",0.00566151413716414
"1071",0.00613462078839302
"1072",0.00654637742245759
"1073",0.006864567025895
"1074",0.00703340357206819
"1075",0.00697207342235291
"1076",0.00659058011098448
"1077",0.00583817132915646
"1078",0.00477182872862771
"1079",0.00357489179897307
"1080",0.00246975693242063
"1081",0.00159867587306931
"1082",0.000988060350627844
"1083",0.000592817657870146
"1084",0.000349584707938735
"1085",0.000204363114130614
"1086",0.000119134983493908
"1087",6.956887668743e-05
"1088",4.08802938325364e-05
"1089",2.43522135231015e-05
"1090",1.49518768747605e-05
"1091",9.8465674964172e-06
"1092",7.53649853869703e-06
"1093",7.3897090051241e-06
"1094",9.44921410913237e-06
"1095",1.44565022901878e-05
"1096",2.41014460718644e-05
"1097",4.15813296839554e-05
"1098",7.26523460633545e-05
"1099",0.000127517508612912
"1100",0.000224166964917693
"1101",0.00039425660864858
"1102",0.000693424620745459
"1103",0.00121934560467966
"1104",0.00214319400286662
"1105",0.00515307204975639
"1106",0.00416182522116416
"1107",0.00345481568304588
"1108",0.00291151975454148
"1109",0.00247423463763358
"1110",0.0021128433168126
"1111",0.00180978030340009
"1112",0.00155354906312157
"1113",0.00133586577374775
"1114",0.00115035027795756
"1115",0.000991886086146981
"1116",0.000856277657781217
"1117",0.000740047073815294
"1118",0.000640303319978136
"1119",0.000554657488245413
"1120",0.000481177008480313
"1121",0.000418385421273615
"1122",0.000365328590708105
"1123",0.000321749031346025
"1124",0.000288441990220798
"1125",0.000267912101780333
"1126",0.000265496652488238
"1127",0.000291116819748722
"1128",0.000361603646127066
"1129",0.00050279870266403
"1130",0.00074904800501438
"1131",0.00113604412273257
"1132",0.00168475682312068
"1133",0.00238345733248175
"1134",0.00318456979566353
"1135",0.00402435144058177
"1136",0.00484974336468744
"1137",0.0056312609607091
"1138",0.00635873266842712
"1139",0.00702976829797865
"1140",0.00763882051308708
"1141",0.0081684715234184
"1142",0.0085816764892182
"1143",0.00881466842612094
"1144",0.00877487956032644
"1145",0.00835658269834655
"1146",0.00749131736489437
"1147",0.00622556678799553
"1148",0.00475672170987592
"1149",0.00335248488648968
"1150",0.00220902731034985
"1151",0.00138531485698988
"1152",0.000840735014190255
"1153",0.000500271291074183
"1154",0.000294608690890848
"1155",0.000172837548962933
"1156",0.00010152849130441
"1157",6.00290669929109e-05
"1158",3.60285419361118e-05
"1159",2.23727191676949e-05
"1160",1.50319092625869e-05
"1161",1.19025009762068e-05
"1162",1.21717902885459e-05
"1163",1.60803666405647e-05
"1164",2.50188717156936e-05
"1165",4.19960086981664e-05
"1166",7.26329170600352e-05
"1167",0.000127009683467645
"1168",0.00022296640121788
"1169",0.000391931248267384
"1170",0.000689157242811411
"1171",0.00121163838389009
"1172",0.00212932680594291
"1173",0.00373913623166902
"1174",0.00717836424697026
"1175",0.00572476622685626
"1176",0.0047185469339431
"1177",0.00396082073854282
"1178",0.00335827844723804
"1179",0.00286367695670233
"1180",0.00245045812029088
"1181",0.00210184418409415
"1182",0.00180607208855792
"1183",0.00155424170018247
"1184",0.00133928862076555
"1185",0.00115545137770846
"1186",0.000997965598155826
"1187",0.000862871799995109
"1188",0.000746890279123229
"1189",0.000647348045685629
"1190",0.000562161733202195
"1191",0.000489898259479475
"1192",0.000429959183779968
"1193",0.000382971397644362
"1194",0.000351519453517146
"1195",0.000341413912494679
"1196",0.000363702612108142
"1197",0.000437435358246752
"1198",0.000592437061448773
"1199",0.000869625283986438
"1200",0.00131425484796218
"1201",0.00195837621476346
"1202",0.00279806862651019
"1203",0.00378403981573131
"1204",0.00483965364886983
"1205",0.00589360903979764
"1206",0.00690068000376083
"1207",0.00784097002510872
"1208",0.00870719642643934
"1209",0.00949082894699704
"1210",0.0101708120042001
"1211",0.0107041360145076
"1212",0.0110178251215221
"1213",0.0110064883238591
"1214",0.0105480776983088
"1215",0.00955596704210064
"1216",0.00806418238720112
"1217",0.00628037900564911
"1218",0.0045173017484951
"1219",0.00303354206115657
"1220",0.00193323898509867
"1221",0.00118858470647525
"1222",0.000714612018322479
"1223",0.000424401547420266
"1224",0.000250790673160364
"1225",0.00014830495569223
"1226",8.82869290798224e-05
"1227",5.34287360411131e-05
"1228",3.35938074862989e-05
"1229",2.3069218459668e-05
"1230",1.89266026050716e-05
"1231",2.01678100008036e-05
"1232",2.74527941333368e-05
"1233",4.33487268108638e-05
"1234",7.31922693170357e-05
"1235",0.000126850692278317
"1236",0.000221957299192845
"1237",0.000389671844351373
"1238",0.000684823771287546
"1239",0.00120367456891829
"1240",0.00211486348176774
"1241",0.00371292217259503
"1242",0.00650966130458173
"1243",0.0100510318014612
"1244",0.00789760008383735
"1245",0.00645444380492845
"1246",0.00539254300434331
"1247",0.00456008491915665
"1248",0.00388226245869109
"1249",0.00331848521495642
"1250",0.00284403478475037
"1251",0.00244209748722735
"1252",0.00210021137535564
"1253",0.00180860524887886
"1254",0.00155936240292733
"1255",0.00134595658159211
"1256",0.00116296811995191
"1257",0.0010059002817383
"1258",0.000871066762479064
"1259",0.000755549252120215
"1260",0.000657246832775927
"1261",0.000575067417169336
"1262",0.000509353568825537
"1263",0.000462696046163289
"1264",0.000441360533485684
"1265",0.000457584557601958
"1266",0.000532826801824013
"1267",0.00070129514488316
"1268",0.00101124291411543
"1269",0.00151890065393145
"1270",0.00226983520433964
"1271",0.00327135874283052
"1272",0.00447554378530028
"1273",0.00579327331438521
"1274",0.00713177555244812
"1275",0.00842481893554768
"1276",0.00963782202653004
"1277",0.0107550550851192
"1278",0.0117626682986835
"1279",0.0126342232162664
"1280",0.0133191332493124
"1281",0.0137336648289139
"1282",0.013758451578967
"1283",0.0132548711093653
"1284",0.0121186364300382
"1285",0.0103707295263989
"1286",0.00822559014829078
"1287",0.00603859003352704
"1288",0.00413688482871292
"1289",0.00268319058678226
"1290",0.00167391092939463
"1291",0.00101837533246856
"1292",0.000610691535268988
"1293",0.000363864050006804
"1294",0.000216791160163429
"1295",0.000130039894950419
"1296",7.94171303770784e-05
"1297",5.06225941749382e-05
"1298",3.55938680470059e-05
"1299",3.02957139997569e-05
"1300",3.3595133980505e-05
"1301",4.69918826731149e-05
"1302",7.51683439584962e-05
"1303",0.00012755818896245
"1304",0.000221452286348191
"1305",0.000387651761972134
"1306",0.000680489561910985
"1307",0.00119541229475513
"1308",0.00209961785562297
"1309",0.00368501735470068
"1310",0.00645862394835358
"1311",0.0112933999962068
"1312",0.0141539189476659
"1313",0.010931433896766
"1314",0.00884437056800653
"1315",0.0073480874003384
"1316",0.00619449618402334
"1317",0.0052641867237196
"1318",0.00449448175972957
"1319",0.00384860506110147
"1320",0.00330235001377361
"1321",0.0028381936847871
"1322",0.00244259418694178
"1323",0.00210466661953647
"1324",0.00181547258528758
"1325",0.00156759863834307
"1326",0.00135488726753771
"1327",0.00117226763624525
"1328",0.00101567582278084
"1329",0.000882084742318753
"1330",0.000769697930447497
"1331",0.000678409875255237
"1332",0.000610705892362667
"1333",0.000573260969728371
"1334",0.000579549388869738
"1335",0.000653626938946209
"1336",0.00083449893749958
"1337",0.00117855281968561
"1338",0.00175447428097407
"1339",0.00262395437115611
"1340",0.00380945879508364
"1341",0.00526854167609229
"1342",0.00690126914557666
"1343",0.00859071008872155
"1344",0.0102436531328811
"1345",0.0118043258744803
"1346",0.01324335003243
"1347",0.0145378783867136
"1348",0.0156533577174945
"1349",0.0165293085432348
"1350",0.0170692507659764
"1351",0.0171385998378422
"1352",0.0165823402683208
"1353",0.0152802006600838
"1354",0.013241354162627
"1355",0.0106846891507914
"1356",0.00800412073883932
"1357",0.00559814060098246
"1358",0.00370067845406133
"1359",0.0023465207118302
"1360",0.0014468851451149
"1361",0.000877327400466055
"1362",0.00052766965616986
"1363",0.000317055046478224
"1364",0.000191791823523907
"1365",0.00011831186415934
"1366",7.65549855628664e-05
"1367",5.5212066320454e-05
"1368",4.87994671221769e-05
"1369",5.62229326059941e-05
"1370",8.06028359583989e-05
"1371",0.000130397616656859
"1372",0.000222227421046532
"1373",0.000386326285040078
"1374",0.000676380451261329
"1375",0.00118688007012479
"1376",0.00208339214348852
"1377",0.0036548811445892
"1378",0.00640293845441973
"1379",0.0111905603823506
"1380",0.0194802678709187
"1381",0.0200548679665303
"1382",0.0151872460679394
"1383",0.0121429482334899
"1384",0.0100219728654289
"1385",0.00841791998582613
"1386",0.00713896224459983
"1387",0.006087409778378
"1388",0.00520800756625783
"1389",0.00446563579261209
"1390",0.00383553988989121
"1391",0.00329891157355732
"1392",0.00284077617102964
"1393",0.00244889518830027
"1394",0.0021131362203803
"1395",0.00182507894510301
"1396",0.00157776432851084
"1397",0.00136556072861669
"1398",0.00118416271929748
"1399",0.00103078003165386
"1400",0.000904630144098736
"1401",0.000807928812933576
"1402",0.000747674943386772
"1403",0.000738601245260124
"1404",0.000807539848359561
"1405",0.000998717653293888
"1406",0.00137748382199768
"1407",0.00202651354410164
"1408",0.00302636866387697
"1409",0.00441902747642289
"1410",0.00617269926501549
"1411",0.00817983593461108
"1412",0.0102977032015824
"1413",0.0123997620377441
"1414",0.0144008916459513
"1415",0.0162507685143118
"1416",0.0179119857419728
"1417",0.0193376883322436
"1418",0.0204541569698816
"1419",0.0211495677418318
"1420",0.0212727767547482
"1421",0.020653122478932
"1422",0.0191574253843126
"1423",0.0167865114627669
"1424",0.013763379244268
"1425",0.0105156439044571
"1426",0.00751199942579434
"1427",0.00506756842225601
"1428",0.00327136882279991
"1429",0.00204793846684852
"1430",0.00125755615684973
"1431",0.000764492752671077
"1432",0.000463746342721879
"1433",0.000283168604399393
"1434",0.000176621613234865
"1435",0.000116173379998941
"1436",8.60891696171664e-05
"1437",7.90607155515277e-05
"1438",9.44581806318838e-05
"1439",0.000138448871979297
"1440",0.000226186744871335
"1441",0.000386845687153198
"1442",0.00067313557953175
"1443",0.00117832382264828
"1444",0.00206604884172996
"1445",0.00362187195685589
"1446",0.00634113127381161
"1447",0.0110752536282519
"1448",0.0192656384839501
"1449",0.0332893124149183
"1450",0.0285965736181049
"1451",0.0211857890684709
"1452",0.0167075553346212
"1453",0.0136819275731042
"1454",0.011443166520525
"1455",0.00968176501386657
"1456",0.00824424683208863
"1457",0.00704681032912007
"1458",0.00603809367951797
"1459",0.00518294929685173
"1460",0.00445519427563024
"1461",0.00383421772127567
"1462",0.00330327156756365
"1463",0.00284852224054956
"1464",0.00245847273237723
"1465",0.00212359483378692
"1466",0.00183611762977578
"1467",0.00158997902173245
"1468",0.00138099935011021
"1469",0.00120740172308126
"1470",0.00107089626588574
"1471",0.000978664771514755
"1472",0.000946681739930191
"1473",0.00100471585248785
"1474",0.00120264173759388
"1475",0.0016156201456148
"1476",0.00234189216906262
"1477",0.00348373877737468
"1478",0.00510737069110147
"1479",0.0071978416891493
"1480",0.00964495297015422
"1481",0.0122801303915892
"1482",0.0149373196544423
"1483",0.0174923122072332
"1484",0.0198640209924493
"1485",0.021992378042516
"1486",0.0238119597111065
"1487",0.0252309713933217
"1488",0.0261188013766197
"1489",0.0263062931793285
"1490",0.0256086184104923
"1491",0.0238844205285882
"1492",0.0211322112614674
"1493",0.0175815173005286
"1494",0.0136892545879226
"1495",0.00998945562659252
"1496",0.00688392493840988
"1497",0.00453151903726803
"1498",0.00288520605230861
"1499",0.0017971899570612
"1500",0.0011058826762506
"1501",0.000678062920403417
"1502",0.000418367693239338
"1503",0.00026414187415025
"1504",0.000176868307045987
"1505",0.000134892433337058
"1506",0.000128744155268093
"1507",0.000159174367616706
"1508",0.000237964365108148
"1509",0.000392054504847056
"1510",0.000672425792750313
"1511",0.00117057915570602
"1512",0.00204771656856381
"1513",0.00358532965522196
"1514",0.00627138313964163
"1515",0.0109436452472801
"1516",0.0190184197173784
"1517",0.0328281342452557
"1518",0.0560426258871653
"1519",0.0410220768887889
"1520",0.0296786564430983
"1521",0.0230403374150467
"1522",0.0186962769313022
"1523",0.0155592391808068
"1524",0.013128903788721
"1525",0.011162679524845
"1526",0.00953238796599562
"1527",0.00816231396422741
"1528",0.00700228914431535
"1529",0.00601577860162169
"1530",0.00517440624615426
"1531",0.00445527338466081
"1532",0.0038395214003481
"1533",0.00331148187609709
"1534",0.00285814114258703
"1535",0.00246881862684889
"1536",0.002135048830559
"1537",0.00185072486311611
"1538",0.00161263897382936
"1539",0.00142166175073042
"1540",0.00128493971068164
"1541",0.00121961673195506
"1542",0.00125852539243676
"1543",0.00145760523498968
"1544",0.00190269072592062
"1545",0.00270919198031047
"1546",0.00400401897418444
"1547",0.00588260089596192
"1548",0.00835393626880169
"1549",0.0113120220548043
"1550",0.0145645751929181
"1551",0.0179007241855208
"1552",0.0211461695041945
"1553",0.0241764017803222
"1554",0.0268973224931226
"1555",0.0292157998329121
"1556",0.0310150216222298
"1557",0.0321409640159162
"1558",0.0324048604934005
"1559",0.0316101261314313
"1560",0.0296138958160942
"1561",0.0264212502237809
"1562",0.0222739941013119
"1563",0.0176556771151346
"1564",0.0131580227610541
"1565",0.00926924762284913
"1566",0.00623087661625167
"1567",0.0040419453117131
"1568",0.00255844499410762
"1569",0.0015960205339642
"1570",0.000990435427483589
"1571",0.000618213279974027
"1572",0.000395564272031769
"1573",0.000270044535872416
"1574",0.000212288830880524
"1575",0.000210536859160627
"1576",0.000268754945573163
"1577",0.000408889096907629
"1578",0.000678447916796615
"1579",0.00116598849505772
"1580",0.00202932856542384
"1581",0.00354485207467463
"1582",0.00619160502058848
"1583",0.010790971059409
"1584",0.0187290976899524
"1585",0.0322845402941722
"1586",0.0550371592735076
"1587",0.092178011667322
"1588",0.0591345151594637
"1589",0.0417454292533511
"1590",0.0318457581473454
"1591",0.0255706789762211
"1592",0.0211573167297318
"1593",0.0177978769389114
"1594",0.0151074985077472
"1595",0.0128887497300802
"1596",0.0110291765725551
"1597",0.00945679067609509
"1598",0.00812049664875303
"1599",0.00698123107596638
"1600",0.00600773083735214
"1601",0.00517434030815572
"1602",0.00445975758854045
"1603",0.00384625886627476
"1604",0.0033192219080523
"1605",0.00286690851178765
"1606",0.00248055778204649
"1607",0.00215493550616627
"1608",0.0018896070734033
"1609",0.00169136006805609
"1610",0.00157835630905491
"1611",0.00158656803327681
"1612",0.00177839275093855
"1613",0.00225119921636632
"1614",0.0031391776270957
"1615",0.00459679499859576
"1616",0.00675384373238844
"1617",0.00965111315503424
"1618",0.0131955193373086
"1619",0.0171758529858102
"1620",0.0213328809558595
"1621",0.0254305688851745
"1622",0.0292853859733732
"1623",0.0327538402218981
"1624",0.0357021345050525
"1625",0.0379785885155071
"1626",0.0393995033010007
"1627",0.0397546881314264
"1628",0.0388393588396318
"1629",0.0365180460853738
"1630",0.0328143421923561
"1631",0.0279917490491777
"1632",0.0225606536839661
"1633",0.0171616048407805
"1634",0.0123629478822857
"1635",0.0084963118567228
"1636",0.00562469121303398
"1637",0.00362431595750696
"1638",0.00229590601490506
"1639",0.00144407020182357
"1640",0.000912992977003076
"1641",0.000592789022983565
"1642",0.000413230009394693
"1643",0.000335288687449579
"1644",0.000345340762952207
"1645",0.000454062251442818
"1646",0.000701490434463757
"1647",0.0011706166714663
"1648",0.00201396630476532
"1649",0.00350105994755553
"1650",0.00609979968045509
"1651",0.010611596319545
"1652",0.0183860465447745
"1653",0.0316363556270933
"1654",0.0538328139064751
"1655",0.0900052673489951
"1656",0.146456878320733
"1657",0.0854613282780709
"1658",0.0589160336510549
"1659",0.0441061599169535
"1660",0.0349959804599285
"1661",0.0287639906184828
"1662",0.0241127333264939
"1663",0.0204312812235831
"1664",0.0174140500343697
"1665",0.0148929382980787
"1666",0.0127641338256961
"1667",0.0109560373100366
"1668",0.00941490778974793
"1669",0.00809815661137314
"1670",0.00697098302607
"1671",0.00600451846214624
"1672",0.00517470732116137
"1673",0.00446161491388948
"1674",0.00384907089379322
"1675",0.00332468571056431
"1676",0.00288039294807663
"1677",0.00251381171811898
"1678",0.00223090473793989
"1679",0.00205059088367265
"1680",0.00201198144603488
"1681",0.00218428037008451
"1682",0.00267723101660091
"1683",0.00364539937434937
"1684",0.00527370858836335
"1685",0.0077315009300208
"1686",0.0110997315067347
"1687",0.0153086859625337
"1688",0.0201359916052939
"1689",0.02527319598734
"1690",0.0304111898468817
"1691",0.035289122272674
"1692",0.0396941551697594
"1693",0.0434340145849843
"1694",0.0463084088454756
"1695",0.0480954519717868
"1696",0.0485613519004385
"1697",0.0474980276300136
"1698",0.0447888295768807
"1699",0.0404909918277629
"1700",0.0349028838201413
"1701",0.0285655991448509
"1702",0.0221602811457623
"1703",0.0163240700271728
"1704",0.0114787914623004
"1705",0.00776640823461851
"1706",0.00510312050037268
"1707",0.00328823179752506
"1708",0.0020993940158845
"1709",0.0013462159044373
"1710",0.000888137453782535
"1711",0.000633151152615058
"1712",0.000530819445407114
"1713",0.00056728017000272
"1714",0.000766300440179938
"1715",0.00119950360061234
"1716",0.0020101078544872
"1717",0.00345754261867641
"1718",0.00599514755872938
"1719",0.0103995310437533
"1720",0.017975697384964
"1721",0.030857546603769
"1722",0.0523824464951255
"1723",0.0873838191716886
"1724",0.141944591003807
"1725",0.221768142583502
"1726",0.123324496349898
"1727",0.083299132422887
"1728",0.0611730008533306
"1729",0.0479073324119784
"1730",0.0390819720614164
"1731",0.0326348869767822
"1732",0.0275995544580904
"1733",0.0235020662830848
"1734",0.02008994231378
"1735",0.0172128545878048
"1736",0.0147703356182008
"1737",0.0126885627704183
"1738",0.0109097102184241
"1739",0.00938676489879839
"1740",0.00808077176947608
"1741",0.00695922435378221
"1742",0.00599507608317234
"1743",0.00516619431501716
"1744",0.00445526656224274
"1745",0.00385031517902853
"1746",0.0033461417661587
"1747",0.00294722936310056
"1748",0.00267284467336451
"1749",0.00256512902305948
"1750",0.00270036984652039
"1751",0.0032014804856765
"1752",0.00424495399974622
"1753",0.00604898806638842
"1754",0.00882758022990213
"1755",0.0127104983056063
"1756",0.0176632811063522
"1757",0.0234632375737577
"1758",0.0297553855155935
"1759",0.0361477235950139
"1760",0.0422817684306544
"1761",0.0478504949241582
"1762",0.0525794798272233
"1763",0.0562010588882144
"1764",0.0584436211141671
"1765",0.0590469690625735
"1766",0.0578060948893143
"1767",0.0546373242138698
"1768",0.0496498698506089
"1769",0.0431937276377823
"1770",0.0358485754777596
"1771",0.0283302908854952
"1772",0.0213304462683108
"1773",0.015353233557206
"1774",0.0106284322490958
"1775",0.00713252901424712
"1776",0.00468249065343079
"1777",0.00303919969151809
"1778",0.0019792752792378
"1779",0.00132857656663757
"1780",0.000970013166810443
"1781",0.000840945307378703
"1782",0.000931207883066471
"1783",0.00128882865239452
"1784",0.00203926600676456
"1785",0.00342556592939625
"1786",0.00588082732656842
"1787",0.0101500734539564
"1788",0.0174835707463818
"1789",0.0299192689382288
"1790",0.0506346211269674
"1791",0.0842266481001304
"1792",0.136509574202397
"1793",0.213067699740986
"1794",0.315943447157972
"1795",0.17659289262539
"1796",0.117653724429375
"1797",0.0848582014218668
"1798",0.0655500060445725
"1799",0.0530362072718046
"1800",0.0440981203821123
"1801",0.0372196554997994
"1802",0.031667252305984
"1803",0.0270608662705447
"1804",0.0231822157809763
"1805",0.0198902797615895
"1806",0.0170839267385951
"1807",0.0146850195829949
"1808",0.0126304091402547
"1809",0.0108678366545156
"1810",0.00935362755943863
"1811",0.00805130053442392
"1812",0.00693077072104443
"1813",0.00596810650985779
"1814",0.00514599225810561
"1815",0.00445524475878501
"1816",0.00389796668964039
"1817",0.00349316681964991
"1818",0.00328575889176262
"1819",0.0033592853328522
"1820",0.00385054814151678
"1821",0.00495943807206914
"1822",0.00694010728434575
"1823",0.0100561050638848
"1824",0.0144946469348461
"1825",0.0202694179132082
"1826",0.0271711631281573
"1827",0.0348052522727587
"1828",0.0426898695385062
"1829",0.0503477534313435
"1830",0.0573481515677566
"1831",0.0633041731768072
"1832",0.0678558421443791
"1833",0.0706663294836666
"1834",0.0714451712179513
"1835",0.0699982339346735
"1836",0.0662917585435267
"1837",0.0605083413192195
"1838",0.0530695636506336
"1839",0.0446054522942954
"1840",0.0358643939842856
"1841",0.02757759482061
"1842",0.0203169902845266
"1843",0.0144004684629717
"1844",0.00988202087402482
"1845",0.00661934658142106
"1846",0.00437380378928607
"1847",0.00289660469614249
"1848",0.00198076956863756
"1849",0.00148299701385414
"1850",0.0013299462763164
"1851",0.00152311333337711
"1852",0.00215337553445409
"1853",0.00343501219622187
"1854",0.00577080801569542
"1855",0.00986405818987206
"1856",0.0168972376742846
"1857",0.0287928119924916
"1858",0.0485382411201628
"1859",0.0804508281414675
"1860",0.130023526836915
"1861",0.202680379865754
"1862",0.300848397123642
"1863",0.420177798004473
"1864",0.248756470787977
"1865",0.165259233242706
"1866",0.117480733482475
"1867",0.0895365757107884
"1868",0.0718183462919919
"1869",0.0594435621464596
"1870",0.0500705129690285
"1871",0.0425715595984047
"1872",0.0363754221391615
"1873",0.0311649859473408
"1874",0.0267425575217808
"1875",0.0229702127740694
"1876",0.0197430948199083
"1877",0.0169770511227256
"1878",0.0146025348684516
"1879",0.0125613145092865
"1880",0.010804547121327
"1881",0.00929166138204281
"1882",0.0079899240079494
"1883",0.00687482613800119
"1884",0.00593166217651515
"1885",0.00515894194505562
"1886",0.00457455711627533
"1887",0.00422573937305687
"1888",0.0042033103032211
"1889",0.00465856295406793
"1890",0.00581613106796715
"1891",0.00796859729998979
"1892",0.011433618664311
"1893",0.0164641835015482
"1894",0.0231354992357251
"1895",0.0312679480011844
"1896",0.0404386139859968
"1897",0.0500731714669835
"1898",0.0595552331231797
"1899",0.0682969246450202
"1900",0.0757616124291838
"1901",0.0814648843390726
"1902",0.0849842324025797
"1903",0.0859933730762522
"1904",0.0843179830942352
"1905",0.0799937237914337
"1906",0.073300674762152
"1907",0.0647545594950901
"1908",0.0550508769530112
"1909",0.0449725248337821
"1910",0.0352776244386886
"1911",0.0265870605367193
"1912",0.0192979888672867
"1913",0.0135523687636036
"1914",0.00927260944199526
"1915",0.00624470817731861
"1916",0.0042101305877134
"1917",0.00293605858132958
"1918",0.00225630937074242
"1919",0.00209267735801475
"1920",0.00247259239662824
"1921",0.003558707271862
"1922",0.00570531067630805
"1923",0.00955780300187406
"1924",0.016213336554791
"1925",0.0274560554390298
"1926",0.046051190774249
"1927",0.0759920350123402
"1928",0.122396518868323
"1929",0.190480255934576
"1930",0.28305114709805
"1931",0.397063399221192
"1932",0.521936179006274
"1933",0.341049039489955
"1934",0.229335477350419
"1935",0.161770858157886
"1936",0.121859082875374
"1937",0.0969129328165095
"1938",0.0798449820898498
"1939",0.0671269326088506
"1940",0.0570486069451804
"1941",0.0487565115390494
"1942",0.0417911855222319
"1943",0.0358764765944087
"1944",0.0308255674693628
"1945",0.0264991048109612
"1946",0.0227861722871486
"1947",0.0195952258328938
"1948",0.0168494243299505
"1949",0.0144840063505473
"1950",0.012444784140832
"1951",0.0106874870800906
"1952",0.00917805593204426
"1953",0.0078942812619349
"1954",0.00682948668138382
"1955",0.00599927237201398
"1956",0.00545248253779088
"1957",0.0052870464413198
"1958",0.00566918695816193
"1959",0.00684944670270154
"1960",0.00916103586291599
"1961",0.0129797987358455
"1962",0.0186322105829257
"1963",0.0262682670925497
"1964",0.0357559016299
"1965",0.046659585311025
"1966",0.0583150701856567
"1967",0.0699492139181834
"1968",0.0807813610955881
"1969",0.0900813390665005
"1970",0.0972004092795814
"1971",0.101604002631369
"1972",0.102921928095427
"1973",0.101009083166893
"1974",0.0959919980645982
"1975",0.0882743289016353
"1976",0.0784902647740732
"1977",0.0674184102359668
"1978",0.0558822838269301
"1979",0.0446581373651638
"1980",0.034396213506456
"1981",0.0255565822398797
"1982",0.0183705905324888
"1983",0.0128464184992744
"1984",0.00882412222395286
"1985",0.00606053214919045
"1986",0.00431315196518758
"1987",0.00340366063464267
"1988",0.00326169663371648
"1989",0.00396339187720148
"1990",0.00578403650303797
"1991",0.00928482253982759
"1992",0.0154526847246484
"1993",0.0259061457195333
"1994",0.0431546793128378
"1995",0.070825188030345
"1996",0.113609421768718
"1997",0.176460277395743
"1998",0.262532143047882
"1999",0.370134902785715
"2000",0.490739322742401
"2001",0.610837411390969
"2002",0.450084049354434
"2003",0.311755867650884
"2004",0.22046689949602
"2005",0.164785768360075
"2006",0.130072719025835
"2007",0.106705858239536
"2008",0.0895660752733846
"2009",0.076116468862364
"2010",0.0650975870145825
"2011",0.0558484040967357
"2012",0.0479857650919585
"2013",0.0412591477538219
"2014",0.0354858306879204
"2015",0.0305218157974342
"2016",0.0262484048157685
"2017",0.0225656179297317
"2018",0.0193886914119474
"2019",0.016646132817015
"2020",0.0142788368822011
"2021",0.0122402976197428
"2022",0.0104983239385935
"2023",0.00903902117209419
"2024",0.00787415148050729
"2025",0.00705316197643876
"2026",0.00668067172005117
"2027",0.00693805546503559
"2028",0.0081026877121454
"2029",0.010550238017172
"2030",0.014718199201703
"2031",0.0210133403731791
"2032",0.0296729784320991
"2033",0.0406312781609777
"2034",0.0534594062338621
"2035",0.0674116098639277
"2036",0.0815450160217701
"2037",0.0948505480836521
"2038",0.106355588607725
"2039",0.115199588597688
"2040",0.120702954949762
"2041",0.122439978353191
"2042",0.120303571138279
"2043",0.11453338138352
"2044",0.105683594847978
"2045",0.0945318572724547
"2046",0.0819589193512869
"2047",0.0688383948103048
"2048",0.0559606469160893
"2049",0.0439880378639844
"2050",0.0334230620990066
"2051",0.0245789832185624
"2052",0.0175648004038179
"2053",0.0123065644691982
"2054",0.00861120520116786
"2055",0.00625435783862637
"2056",0.00506665981687889
"2057",0.00500723099246203
"2058",0.00623246292289992
"2059",0.00918004996057582
"2060",0.0146905996225507
"2061",0.0241827382246789
"2062",0.0398751939765402
"2063",0.0649902814982127
"2064",0.103748588446218
"2065",0.160781593548385
"2066",0.23951830676986
"2067",0.339594441477035
"2068",0.454681338959509
"2069",0.573157296367584
"2070",0.682353237786867
"2071",0.566791706486091
"2072",0.411157654352351
"2073",0.295420303646546
"2074",0.220533315749535
"2075",0.173189015383501
"2076",0.141597426706225
"2077",0.118735579570968
"2078",0.1009641284831
"2079",0.0864620523108211
"2080",0.0742903988828596
"2081",0.0639233204935425
"2082",0.0550295527537567
"2083",0.0473738707380625
"2084",0.0407731598663477
"2085",0.035076665056737
"2086",0.0301567863812701
"2087",0.0259045058032302
"2088",0.0222270038929229
"2089",0.0190466057887792
"2090",0.0163009774085366
"2091",0.0139449810928299
"2092",0.0119550160578927
"2093",0.0103370570978152
"2094",0.00913980295890583
"2095",0.00847385498280805
"2096",0.00853569192088025
"2097",0.00963012962088652
"2098",0.0121766655102607
"2099",0.0166771340613319
"2100",0.0236242115845108
"2101",0.0333537206283139
"2102",0.0458844213475395
"2103",0.0608159773938526
"2104",0.0773352396855082
"2105",0.0943228848458024
"2106",0.110508543219444
"2107",0.124625615838557
"2108",0.135547909234734
"2109",0.142411207962464
"2110",0.144718178460103
"2111",0.142406412285394
"2112",0.13584999330913
"2113",0.12577980069208
"2114",0.113141163147061
"2115",0.0989360851585199
"2116",0.084099868475234
"2117",0.0694374488099783
"2118",0.0556104882019398
"2119",0.0431432930108692
"2120",0.0324174740370933
"2121",0.0236511725412306
"2122",0.0168884719833169
"2123",0.0120298203950699
"2124",0.00890958703988773
"2125",0.00740022582691783
"2126",0.00752035902618722
"2127",0.00954239493802557
"2128",0.01411351634873
"2129",0.0224083420694314
"2130",0.0363162481036489
"2131",0.0586207818124149
"2132",0.0930341376848655
"2133",0.143805357702924
"2134",0.214527757859193
"2135",0.306035921172178
"2136",0.414226077974342
"2137",0.529713296356327
"2138",0.640640866158312
"2139",0.737167977334001
"2140",0.678675106113325
"2141",0.521446738854623
"2142",0.38620887566419
"2143",0.29060158772151
"2144",0.227985761004417
"2145",0.186094935021109
