"","x1","x2"
"1147",1.6,-1.2
"1148",1.7,-1.2
"1149",1.8,-1.2
"1150",1.9,-1.2
"1151",2,-1.2
"1152",2.1,-1.2
"1153",2.2,-1.2
"1154",2.3,-1.2
"1155",2.4,-1.2
"1156",2.5,-1.2
"1157",2.6,-1.2
"1158",2.7,-1.2
"1159",2.8,-1.2
"1160",2.9,-1.2
"1161",3,-1.2
"1162",3.1,-1.2
"1163",3.2,-1.2
"1164",3.3,-1.2
"1165",3.4,-1.2
"1166",3.5,-1.2
"1167",3.6,-1.2
"1168",3.7,-1.2
"1169",3.8,-1.2
"1170",3.9,-1.2
"1171",4,-1.2
"1172",4.1,-1.2
"1173",4.2,-1.2
"1174",-2.6,-1.15
"1175",-2.5,-1.15
"1176",-2.4,-1.15
"1177",-2.3,-1.15
"1178",-2.2,-1.15
"1179",-2.1,-1.15
"1180",-2,-1.15
"1181",-1.9,-1.15
"1182",-1.8,-1.15
"1183",-1.7,-1.15
"1184",-1.6,-1.15
"1185",-1.5,-1.15
"1186",-1.4,-1.15
"1187",-1.3,-1.15
"1188",-1.2,-1.15
"1189",-1.1,-1.15
"1190",-1,-1.15
"1191",-0.9,-1.15
"1192",-0.8,-1.15
"1193",-0.7,-1.15
"1194",-0.6,-1.15
"1195",-0.5,-1.15
"1196",-0.4,-1.15
"1197",-0.3,-1.15
"1198",-0.2,-1.15
"1199",-0.1,-1.15
"1200",0,-1.15
"1201",0.1,-1.15
"1202",0.2,-1.15
"1203",0.3,-1.15
"1204",0.4,-1.15
"1205",0.5,-1.15
"1206",0.6,-1.15
"1207",0.7,-1.15
"1208",0.8,-1.15
"1209",0.9,-1.15
"1210",1,-1.15
"1211",1.1,-1.15
"1212",1.2,-1.15
"1213",1.3,-1.15
"1214",1.4,-1.15
"1215",1.5,-1.15
"1216",1.6,-1.15
"1217",1.7,-1.15
"1218",1.8,-1.15
"1219",1.9,-1.15
"1220",2,-1.15
"1221",2.1,-1.15
"1222",2.2,-1.15
"1223",2.3,-1.15
"1224",2.4,-1.15
"1225",2.5,-1.15
"1226",2.6,-1.15
"1227",2.7,-1.15
"1228",2.8,-1.15
"1229",2.9,-1.15
"1230",3,-1.15
"1231",3.1,-1.15
"1232",3.2,-1.15
"1233",3.3,-1.15
"1234",3.4,-1.15
"1235",3.5,-1.15
"1236",3.6,-1.15
"1237",3.7,-1.15
"1238",3.8,-1.15
"1239",3.9,-1.15
"1240",4,-1.15
"1241",4.1,-1.15
"1242",4.2,-1.15
"1243",-2.6,-1.1
"1244",-2.5,-1.1
"1245",-2.4,-1.1
"1246",-2.3,-1.1
"1247",-2.2,-1.1
"1248",-2.1,-1.1
"1249",-2,-1.1
"1250",-1.9,-1.1
"1251",-1.8,-1.1
"1252",-1.7,-1.1
"1253",-1.6,-1.1
"1254",-1.5,-1.1
"1255",-1.4,-1.1
"1256",-1.3,-1.1
"1257",-1.2,-1.1
"1258",-1.1,-1.1
"1259",-1,-1.1
"1260",-0.9,-1.1
"1261",-0.8,-1.1
"1262",-0.7,-1.1
"1263",-0.6,-1.1
"1264",-0.5,-1.1
"1265",-0.4,-1.1
"1266",-0.3,-1.1
"1267",-0.2,-1.1
"1268",-0.1,-1.1
"1269",0,-1.1
"1270",0.1,-1.1
"1271",0.2,-1.1
"1272",0.3,-1.1
"1273",0.4,-1.1
"1274",0.5,-1.1
"1275",0.6,-1.1
"1276",0.7,-1.1
"1277",0.8,-1.1
"1278",0.9,-1.1
"1279",1,-1.1
"1280",1.1,-1.1
"1281",1.2,-1.1
"1282",1.3,-1.1
"1283",1.4,-1.1
"1284",1.5,-1.1
"1285",1.6,-1.1
"1286",1.7,-1.1
"1287",1.8,-1.1
"1288",1.9,-1.1
"1289",2,-1.1
"1290",2.1,-1.1
"1291",2.2,-1.1
"1292",2.3,-1.1
"1293",2.4,-1.1
"1294",2.5,-1.1
"1295",2.6,-1.1
"1296",2.7,-1.1
"1297",2.8,-1.1
"1298",2.9,-1.1
"1299",3,-1.1
"1300",3.1,-1.1
"1301",3.2,-1.1
"1302",3.3,-1.1
"1303",3.4,-1.1
"1304",3.5,-1.1
"1305",3.6,-1.1
"1306",3.7,-1.1
"1307",3.8,-1.1
"1308",3.9,-1.1
"1309",4,-1.1
"1310",4.1,-1.1
"1311",4.2,-1.1
"1312",-2.6,-1.05
"1313",-2.5,-1.05
"1314",-2.4,-1.05
"1315",-2.3,-1.05
"1316",-2.2,-1.05
"1317",-2.1,-1.05
"1318",-2,-1.05
"1319",-1.9,-1.05
"1320",-1.8,-1.05
"1321",-1.7,-1.05
"1322",-1.6,-1.05
"1323",-1.5,-1.05
"1324",-1.4,-1.05
"1325",-1.3,-1.05
"1326",-1.2,-1.05
"1327",-1.1,-1.05
"1328",-1,-1.05
"1329",-0.9,-1.05
"1330",-0.8,-1.05
"1331",-0.7,-1.05
"1332",-0.6,-1.05
"1333",-0.5,-1.05
"1334",-0.4,-1.05
"1335",-0.3,-1.05
"1336",-0.2,-1.05
"1337",-0.1,-1.05
"1338",0,-1.05
"1339",0.1,-1.05
"1340",0.2,-1.05
"1341",0.3,-1.05
"1342",0.4,-1.05
"1343",0.5,-1.05
"1344",0.6,-1.05
"1345",0.7,-1.05
"1346",0.8,-1.05
"1347",0.9,-1.05
"1348",1,-1.05
"1349",1.1,-1.05
"1350",1.2,-1.05
"1351",1.3,-1.05
"1352",1.4,-1.05
"1353",1.5,-1.05
"1354",1.6,-1.05
"1355",1.7,-1.05
"1356",1.8,-1.05
"1357",1.9,-1.05
"1358",2,-1.05
"1359",2.1,-1.05
"1360",2.2,-1.05
"1361",2.3,-1.05
"1362",2.4,-1.05
"1363",2.5,-1.05
"1364",2.6,-1.05
"1365",2.7,-1.05
"1366",2.8,-1.05
"1367",2.9,-1.05
"1368",3,-1.05
"1369",3.1,-1.05
"1370",3.2,-1.05
"1371",3.3,-1.05
"1372",3.4,-1.05
"1373",3.5,-1.05
"1374",3.6,-1.05
"1375",3.7,-1.05
"1376",3.8,-1.05
"1377",3.9,-1.05
"1378",4,-1.05
"1379",4.1,-1.05
"1380",4.2,-1.05
"1381",-2.6,-1
"1382",-2.5,-1
"1383",-2.4,-1
"1384",-2.3,-1
"1385",-2.2,-1
"1386",-2.1,-1
"1387",-2,-1
"1388",-1.9,-1
"1389",-1.8,-1
"1390",-1.7,-1
"1391",-1.6,-1
"1392",-1.5,-1
"1393",-1.4,-1
"1394",-1.3,-1
"1395",-1.2,-1
"1396",-1.1,-1
"1397",-1,-1
"1398",-0.9,-1
"1399",-0.8,-1
"1400",-0.7,-1
"1401",-0.6,-1
"1402",-0.5,-1
"1403",-0.4,-1
"1404",-0.3,-1
"1405",-0.2,-1
"1406",-0.1,-1
"1407",0,-1
"1408",0.1,-1
"1409",0.2,-1
"1410",0.3,-1
"1411",0.4,-1
"1412",0.5,-1
"1413",0.6,-1
"1414",0.7,-1
"1415",0.8,-1
"1416",0.9,-1
"1417",1,-1
"1418",1.1,-1
"1419",1.2,-1
"1420",1.3,-1
"1421",1.4,-1
"1422",1.5,-1
"1423",1.6,-1
"1424",1.7,-1
"1425",1.8,-1
"1426",1.9,-1
"1427",2,-1
"1428",2.1,-1
"1429",2.2,-1
"1430",2.3,-1
"1431",2.4,-1
"1432",2.5,-1
"1433",2.6,-1
"1434",2.7,-1
"1435",2.8,-1
"1436",2.9,-1
"1437",3,-1
"1438",3.1,-1
"1439",3.2,-1
"1440",3.3,-1
"1441",3.4,-1
"1442",3.5,-1
"1443",3.6,-1
"1444",3.7,-1
"1445",3.8,-1
"1446",3.9,-1
"1447",4,-1
"1448",4.1,-1
"1449",4.2,-1
"1450",-2.6,-0.95
"1451",-2.5,-0.95
"1452",-2.4,-0.95
"1453",-2.3,-0.95
"1454",-2.2,-0.95
"1455",-2.1,-0.95
"1456",-2,-0.95
"1457",-1.9,-0.95
"1458",-1.8,-0.95
"1459",-1.7,-0.95
"1460",-1.6,-0.95
"1461",-1.5,-0.95
"1462",-1.4,-0.95
"1463",-1.3,-0.95
"1464",-1.2,-0.95
"1465",-1.1,-0.95
"1466",-1,-0.95
"1467",-0.9,-0.95
"1468",-0.8,-0.95
"1469",-0.7,-0.95
"1470",-0.6,-0.95
"1471",-0.5,-0.95
"1472",-0.4,-0.95
"1473",-0.3,-0.95
"1474",-0.2,-0.95
"1475",-0.1,-0.95
"1476",0,-0.95
"1477",0.1,-0.95
"1478",0.2,-0.95
"1479",0.3,-0.95
"1480",0.4,-0.95
"1481",0.5,-0.95
"1482",0.6,-0.95
"1483",0.7,-0.95
"1484",0.8,-0.95
"1485",0.9,-0.95
"1486",1,-0.95
"1487",1.1,-0.95
"1488",1.2,-0.95
"1489",1.3,-0.95
"1490",1.4,-0.95
"1491",1.5,-0.95
"1492",1.6,-0.95
"1493",1.7,-0.95
"1494",1.8,-0.95
"1495",1.9,-0.95
"1496",2,-0.95
"1497",2.1,-0.95
"1498",2.2,-0.95
"1499",2.3,-0.95
"1500",2.4,-0.95
"1501",2.5,-0.95
"1502",2.6,-0.95
"1503",2.7,-0.95
"1504",2.8,-0.95
"1505",2.9,-0.95
"1506",3,-0.95
"1507",3.1,-0.95
"1508",3.2,-0.95
"1509",3.3,-0.95
"1510",3.4,-0.95
"1511",3.5,-0.95
"1512",3.6,-0.95
"1513",3.7,-0.95
"1514",3.8,-0.95
"1515",3.9,-0.95
"1516",4,-0.95
"1517",4.1,-0.95
"1518",4.2,-0.95
"1519",-2.6,-0.9
"1520",-2.5,-0.9
"1521",-2.4,-0.9
"1522",-2.3,-0.9
"1523",-2.2,-0.9
"1524",-2.1,-0.9
"1525",-2,-0.9
"1526",-1.9,-0.9
"1527",-1.8,-0.9
"1528",-1.7,-0.9
"1529",-1.6,-0.9
"1530",-1.5,-0.9
"1531",-1.4,-0.9
"1532",-1.3,-0.9
"1533",-1.2,-0.9
"1534",-1.1,-0.9
"1535",-1,-0.9
"1536",-0.9,-0.9
"1537",-0.8,-0.9
"1538",-0.7,-0.9
"1539",-0.6,-0.9
"1540",-0.5,-0.9
"1541",-0.4,-0.9
"1542",-0.3,-0.9
"1543",-0.2,-0.9
"1544",-0.1,-0.9
"1545",0,-0.9
"1546",0.1,-0.9
"1547",0.2,-0.9
"1548",0.3,-0.9
"1549",0.4,-0.9
"1550",0.5,-0.9
"1551",0.6,-0.9
"1552",0.7,-0.9
"1553",0.8,-0.9
"1554",0.9,-0.9
"1555",1,-0.9
"1556",1.1,-0.9
"1557",1.2,-0.9
"1558",1.3,-0.9
"1559",1.4,-0.9
"1560",1.5,-0.9
"1561",1.6,-0.9
"1562",1.7,-0.9
"1563",1.8,-0.9
"1564",1.9,-0.9
"1565",2,-0.9
"1566",2.1,-0.9
"1567",2.2,-0.9
"1568",2.3,-0.9
"1569",2.4,-0.9
"1570",2.5,-0.9
"1571",2.6,-0.9
"1572",2.7,-0.9
"1573",2.8,-0.9
"1574",2.9,-0.9
"1575",3,-0.9
"1576",3.1,-0.9
"1577",3.2,-0.9
"1578",3.3,-0.9
"1579",3.4,-0.9
"1580",3.5,-0.9
"1581",3.6,-0.9
"1582",3.7,-0.9
"1583",3.8,-0.9
"1584",3.9,-0.9
"1585",4,-0.9
"1586",4.1,-0.9
"1587",4.2,-0.9
"1588",-2.6,-0.85
"1589",-2.5,-0.85
"1590",-2.4,-0.85
"1591",-2.3,-0.85
"1592",-2.2,-0.85
"1593",-2.1,-0.85
"1594",-2,-0.85
"1595",-1.9,-0.85
"1596",-1.8,-0.85
"1597",-1.7,-0.85
"1598",-1.6,-0.85
"1599",-1.5,-0.85
"1600",-1.4,-0.85
"1601",-1.3,-0.85
"1602",-1.2,-0.85
"1603",-1.1,-0.85
"1604",-1,-0.85
"1605",-0.9,-0.85
"1606",-0.8,-0.85
"1607",-0.7,-0.85
"1608",-0.6,-0.85
"1609",-0.5,-0.85
"1610",-0.4,-0.85
"1611",-0.3,-0.85
"1612",-0.2,-0.85
"1613",-0.1,-0.85
"1614",0,-0.85
"1615",0.1,-0.85
"1616",0.2,-0.85
"1617",0.3,-0.85
"1618",0.4,-0.85
"1619",0.5,-0.85
"1620",0.6,-0.85
"1621",0.7,-0.85
"1622",0.8,-0.85
"1623",0.9,-0.85
"1624",1,-0.85
"1625",1.1,-0.85
"1626",1.2,-0.85
"1627",1.3,-0.85
"1628",1.4,-0.85
"1629",1.5,-0.85
"1630",1.6,-0.85
"1631",1.7,-0.85
"1632",1.8,-0.85
"1633",1.9,-0.85
"1634",2,-0.85
"1635",2.1,-0.85
"1636",2.2,-0.85
"1637",2.3,-0.85
"1638",2.4,-0.85
"1639",2.5,-0.85
"1640",2.6,-0.85
"1641",2.7,-0.85
"1642",2.8,-0.85
"1643",2.9,-0.85
"1644",3,-0.85
"1645",3.1,-0.85
"1646",3.2,-0.85
"1647",3.3,-0.85
"1648",3.4,-0.85
"1649",3.5,-0.85
"1650",3.6,-0.85
"1651",3.7,-0.85
"1652",3.8,-0.85
"1653",3.9,-0.85
"1654",4,-0.85
"1655",4.1,-0.85
"1656",4.2,-0.85
"1657",-2.6,-0.8
"1658",-2.5,-0.8
"1659",-2.4,-0.8
"1660",-2.3,-0.8
"1661",-2.2,-0.8
"1662",-2.1,-0.8
"1663",-2,-0.8
"1664",-1.9,-0.8
"1665",-1.8,-0.8
"1666",-1.7,-0.8
"1667",-1.6,-0.8
"1668",-1.5,-0.8
"1669",-1.4,-0.8
"1670",-1.3,-0.8
"1671",-1.2,-0.8
"1672",-1.1,-0.8
"1673",-1,-0.8
"1674",-0.9,-0.8
"1675",-0.8,-0.8
"1676",-0.7,-0.8
"1677",-0.6,-0.8
"1678",-0.5,-0.8
"1679",-0.4,-0.8
"1680",-0.3,-0.8
"1681",-0.2,-0.8
"1682",-0.1,-0.8
"1683",0,-0.8
"1684",0.1,-0.8
"1685",0.2,-0.8
"1686",0.3,-0.8
"1687",0.4,-0.8
"1688",0.5,-0.8
"1689",0.6,-0.8
"1690",0.7,-0.8
"1691",0.8,-0.8
"1692",0.9,-0.8
"1693",1,-0.8
"1694",1.1,-0.8
"1695",1.2,-0.8
"1696",1.3,-0.8
"1697",1.4,-0.8
"1698",1.5,-0.8
"1699",1.6,-0.8
"1700",1.7,-0.8
"1701",1.8,-0.8
"1702",1.9,-0.8
"1703",2,-0.8
"1704",2.1,-0.8
"1705",2.2,-0.8
"1706",2.3,-0.8
"1707",2.4,-0.8
"1708",2.5,-0.8
"1709",2.6,-0.8
"1710",2.7,-0.8
"1711",2.8,-0.8
"1712",2.9,-0.8
"1713",3,-0.8
"1714",3.1,-0.8
"1715",3.2,-0.8
"1716",3.3,-0.8
"1717",3.4,-0.8
"1718",3.5,-0.8
"1719",3.6,-0.8
"1720",3.7,-0.8
"1721",3.8,-0.8
"1722",3.9,-0.8
"1723",4,-0.8
"1724",4.1,-0.8
"1725",4.2,-0.8
"1726",-2.6,-0.75
"1727",-2.5,-0.75
"1728",-2.4,-0.75
"1729",-2.3,-0.75
"1730",-2.2,-0.75
"1731",-2.1,-0.75
"1732",-2,-0.75
"1733",-1.9,-0.75
"1734",-1.8,-0.75
"1735",-1.7,-0.75
"1736",-1.6,-0.75
"1737",-1.5,-0.75
"1738",-1.4,-0.75
"1739",-1.3,-0.75
"1740",-1.2,-0.75
"1741",-1.1,-0.75
"1742",-1,-0.75
"1743",-0.9,-0.75
"1744",-0.8,-0.75
"1745",-0.7,-0.75
"1746",-0.6,-0.75
"1747",-0.5,-0.75
"1748",-0.4,-0.75
"1749",-0.3,-0.75
"1750",-0.2,-0.75
"1751",-0.1,-0.75
"1752",0,-0.75
"1753",0.1,-0.75
"1754",0.2,-0.75
"1755",0.3,-0.75
"1756",0.4,-0.75
"1757",0.5,-0.75
"1758",0.6,-0.75
"1759",0.7,-0.75
"1760",0.8,-0.75
"1761",0.9,-0.75
"1762",1,-0.75
"1763",1.1,-0.75
"1764",1.2,-0.75
"1765",1.3,-0.75
"1766",1.4,-0.75
"1767",1.5,-0.75
"1768",1.6,-0.75
"1769",1.7,-0.75
"1770",1.8,-0.75
"1771",1.9,-0.75
"1772",2,-0.75
"1773",2.1,-0.75
"1774",2.2,-0.75
"1775",2.3,-0.75
"1776",2.4,-0.75
"1777",2.5,-0.75
"1778",2.6,-0.75
"1779",2.7,-0.75
"1780",2.8,-0.75
"1781",2.9,-0.75
"1782",3,-0.75
"1783",3.1,-0.75
"1784",3.2,-0.75
"1785",3.3,-0.75
"1786",3.4,-0.75
"1787",3.5,-0.75
"1788",3.6,-0.75
"1789",3.7,-0.75
"1790",3.8,-0.75
"1791",3.9,-0.75
"1792",4,-0.75
"1793",4.1,-0.75
"1794",4.2,-0.75
"1795",-2.6,-0.7
"1796",-2.5,-0.7
"1797",-2.4,-0.7
"1798",-2.3,-0.7
"1799",-2.2,-0.7
"1800",-2.1,-0.7
"1801",-2,-0.7
"1802",-1.9,-0.7
"1803",-1.8,-0.7
"1804",-1.7,-0.7
"1805",-1.6,-0.7
"1806",-1.5,-0.7
"1807",-1.4,-0.7
"1808",-1.3,-0.7
"1809",-1.2,-0.7
"1810",-1.1,-0.7
"1811",-1,-0.7
"1812",-0.9,-0.7
"1813",-0.8,-0.7
"1814",-0.7,-0.7
"1815",-0.6,-0.7
"1816",-0.5,-0.7
"1817",-0.4,-0.7
"1818",-0.3,-0.7
"1819",-0.2,-0.7
"1820",-0.1,-0.7
"1821",0,-0.7
"1822",0.1,-0.7
"1823",0.2,-0.7
"1824",0.3,-0.7
"1825",0.4,-0.7
"1826",0.5,-0.7
"1827",0.6,-0.7
"1828",0.7,-0.7
"1829",0.8,-0.7
"1830",0.9,-0.7
"1831",1,-0.7
"1832",1.1,-0.7
"1833",1.2,-0.7
"1834",1.3,-0.7
"1835",1.4,-0.7
"1836",1.5,-0.7
"1837",1.6,-0.7
"1838",1.7,-0.7
"1839",1.8,-0.7
"1840",1.9,-0.7
"1841",2,-0.7
"1842",2.1,-0.7
"1843",2.2,-0.7
"1844",2.3,-0.7
"1845",2.4,-0.7
"1846",2.5,-0.7
"1847",2.6,-0.7
"1848",2.7,-0.7
"1849",2.8,-0.7
"1850",2.9,-0.7
"1851",3,-0.7
"1852",3.1,-0.7
"1853",3.2,-0.7
"1854",3.3,-0.7
"1855",3.4,-0.7
"1856",3.5,-0.7
"1857",3.6,-0.7
"1858",3.7,-0.7
"1859",3.8,-0.7
"1860",3.9,-0.7
"1861",4,-0.7
"1862",4.1,-0.7
"1863",4.2,-0.7
"1864",-2.6,-0.65
"1865",-2.5,-0.65
"1866",-2.4,-0.65
"1867",-2.3,-0.65
"1868",-2.2,-0.65
"1869",-2.1,-0.65
"1870",-2,-0.65
"1871",-1.9,-0.65
"1872",-1.8,-0.65
"1873",-1.7,-0.65
"1874",-1.6,-0.65
"1875",-1.5,-0.65
"1876",-1.4,-0.65
"1877",-1.3,-0.65
"1878",-1.2,-0.65
"1879",-1.1,-0.65
"1880",-1,-0.65
"1881",-0.9,-0.65
"1882",-0.8,-0.65
"1883",-0.7,-0.65
"1884",-0.6,-0.65
"1885",-0.5,-0.65
"1886",-0.4,-0.65
"1887",-0.3,-0.65
"1888",-0.2,-0.65
"1889",-0.1,-0.65
"1890",0,-0.65
"1891",0.1,-0.65
"1892",0.2,-0.65
"1893",0.3,-0.65
"1894",0.4,-0.65
"1895",0.5,-0.65
"1896",0.6,-0.65
"1897",0.7,-0.65
"1898",0.8,-0.65
"1899",0.9,-0.65
"1900",1,-0.65
"1901",1.1,-0.65
"1902",1.2,-0.65
"1903",1.3,-0.65
"1904",1.4,-0.65
"1905",1.5,-0.65
"1906",1.6,-0.65
"1907",1.7,-0.65
"1908",1.8,-0.65
"1909",1.9,-0.65
"1910",2,-0.65
"1911",2.1,-0.65
"1912",2.2,-0.65
"1913",2.3,-0.65
"1914",2.4,-0.65
"1915",2.5,-0.65
"1916",2.6,-0.65
"1917",2.7,-0.65
"1918",2.8,-0.65
"1919",2.9,-0.65
"1920",3,-0.65
"1921",3.1,-0.65
"1922",3.2,-0.65
"1923",3.3,-0.65
"1924",3.4,-0.65
"1925",3.5,-0.65
"1926",3.6,-0.65
"1927",3.7,-0.65
"1928",3.8,-0.65
"1929",3.9,-0.65
"1930",4,-0.65
"1931",4.1,-0.65
"1932",4.2,-0.65
"1933",-2.6,-0.6
"1934",-2.5,-0.6
"1935",-2.4,-0.6
"1936",-2.3,-0.6
"1937",-2.2,-0.6
"1938",-2.1,-0.6
"1939",-2,-0.6
"1940",-1.9,-0.6
"1941",-1.8,-0.6
"1942",-1.7,-0.6
"1943",-1.6,-0.6
"1944",-1.5,-0.6
"1945",-1.4,-0.6
"1946",-1.3,-0.6
"1947",-1.2,-0.6
"1948",-1.1,-0.6
"1949",-1,-0.6
"1950",-0.9,-0.6
"1951",-0.8,-0.6
"1952",-0.7,-0.6
"1953",-0.6,-0.6
"1954",-0.5,-0.6
"1955",-0.4,-0.6
"1956",-0.3,-0.6
"1957",-0.2,-0.6
"1958",-0.1,-0.6
"1959",0,-0.6
"1960",0.1,-0.6
"1961",0.2,-0.6
"1962",0.3,-0.6
"1963",0.4,-0.6
"1964",0.5,-0.6
"1965",0.6,-0.6
"1966",0.7,-0.6
"1967",0.8,-0.6
"1968",0.9,-0.6
"1969",1,-0.6
"1970",1.1,-0.6
"1971",1.2,-0.6
"1972",1.3,-0.6
"1973",1.4,-0.6
"1974",1.5,-0.6
"1975",1.6,-0.6
"1976",1.7,-0.6
"1977",1.8,-0.6
"1978",1.9,-0.6
"1979",2,-0.6
"1980",2.1,-0.6
"1981",2.2,-0.6
"1982",2.3,-0.6
"1983",2.4,-0.6
"1984",2.5,-0.6
"1985",2.6,-0.6
"1986",2.7,-0.6
"1987",2.8,-0.6
"1988",2.9,-0.6
"1989",3,-0.6
"1990",3.1,-0.6
"1991",3.2,-0.6
"1992",3.3,-0.6
"1993",3.4,-0.6
"1994",3.5,-0.6
"1995",3.6,-0.6
"1996",3.7,-0.6
"1997",3.8,-0.6
"1998",3.9,-0.6
"1999",4,-0.6
"2000",4.1,-0.6
"2001",4.2,-0.6
"2002",-2.6,-0.55
"2003",-2.5,-0.55
"2004",-2.4,-0.55
"2005",-2.3,-0.55
"2006",-2.2,-0.55
"2007",-2.1,-0.55
"2008",-2,-0.55
"2009",-1.9,-0.55
"2010",-1.8,-0.55
"2011",-1.7,-0.55
"2012",-1.6,-0.55
"2013",-1.5,-0.55
"2014",-1.4,-0.55
"2015",-1.3,-0.55
"2016",-1.2,-0.55
"2017",-1.1,-0.55
"2018",-1,-0.55
"2019",-0.9,-0.55
"2020",-0.8,-0.55
"2021",-0.7,-0.55
"2022",-0.6,-0.55
"2023",-0.5,-0.55
"2024",-0.4,-0.55
"2025",-0.3,-0.55
"2026",-0.2,-0.55
"2027",-0.1,-0.55
"2028",0,-0.55
"2029",0.1,-0.55
"2030",0.2,-0.55
"2031",0.3,-0.55
"2032",0.4,-0.55
"2033",0.5,-0.55
"2034",0.6,-0.55
"2035",0.7,-0.55
"2036",0.8,-0.55
"2037",0.9,-0.55
"2038",1,-0.55
"2039",1.1,-0.55
"2040",1.2,-0.55
"2041",1.3,-0.55
"2042",1.4,-0.55
"2043",1.5,-0.55
"2044",1.6,-0.55
"2045",1.7,-0.55
"2046",1.8,-0.55
"2047",1.9,-0.55
"2048",2,-0.55
"2049",2.1,-0.55
"2050",2.2,-0.55
"2051",2.3,-0.55
"2052",2.4,-0.55
"2053",2.5,-0.55
"2054",2.6,-0.55
"2055",2.7,-0.55
"2056",2.8,-0.55
"2057",2.9,-0.55
"2058",3,-0.55
"2059",3.1,-0.55
"2060",3.2,-0.55
"2061",3.3,-0.55
"2062",3.4,-0.55
"2063",3.5,-0.55
"2064",3.6,-0.55
"2065",3.7,-0.55
"2066",3.8,-0.55
"2067",3.9,-0.55
"2068",4,-0.55
"2069",4.1,-0.55
"2070",4.2,-0.55
"2071",-2.6,-0.5
"2072",-2.5,-0.5
"2073",-2.4,-0.5
"2074",-2.3,-0.5
"2075",-2.2,-0.5
"2076",-2.1,-0.5
"2077",-2,-0.5
"2078",-1.9,-0.5
"2079",-1.8,-0.5
"2080",-1.7,-0.5
"2081",-1.6,-0.5
"2082",-1.5,-0.5
"2083",-1.4,-0.5
"2084",-1.3,-0.5
"2085",-1.2,-0.5
"2086",-1.1,-0.5
"2087",-1,-0.5
"2088",-0.9,-0.5
"2089",-0.8,-0.5
"2090",-0.7,-0.5
"2091",-0.6,-0.5
"2092",-0.5,-0.5
"2093",-0.4,-0.5
"2094",-0.3,-0.5
"2095",-0.2,-0.5
"2096",-0.1,-0.5
"2097",0,-0.5
"2098",0.1,-0.5
"2099",0.2,-0.5
"2100",0.3,-0.5
"2101",0.4,-0.5
"2102",0.5,-0.5
"2103",0.6,-0.5
"2104",0.7,-0.5
"2105",0.8,-0.5
"2106",0.9,-0.5
"2107",1,-0.5
"2108",1.1,-0.5
"2109",1.2,-0.5
"2110",1.3,-0.5
"2111",1.4,-0.5
"2112",1.5,-0.5
"2113",1.6,-0.5
"2114",1.7,-0.5
"2115",1.8,-0.5
"2116",1.9,-0.5
"2117",2,-0.5
"2118",2.1,-0.5
"2119",2.2,-0.5
"2120",2.3,-0.5
"2121",2.4,-0.5
"2122",2.5,-0.5
"2123",2.6,-0.5
"2124",2.7,-0.5
"2125",2.8,-0.5
"2126",2.9,-0.5
"2127",3,-0.5
"2128",3.1,-0.5
"2129",3.2,-0.5
"2130",3.3,-0.5
"2131",3.4,-0.5
"2132",3.5,-0.5
"2133",3.6,-0.5
"2134",3.7,-0.5
"2135",3.8,-0.5
"2136",3.9,-0.5
"2137",4,-0.5
"2138",4.1,-0.5
"2139",4.2,-0.5
"2140",-2.6,-0.45
"2141",-2.5,-0.45
"2142",-2.4,-0.45
"2143",-2.3,-0.45
"2144",-2.2,-0.45
"2145",-2.1,-0.45
"2146",-2,-0.45
"2147",-1.9,-0.45
"2148",-1.8,-0.45
"2149",-1.7,-0.45
"2150",-1.6,-0.45
"2151",-1.5,-0.45
"2152",-1.4,-0.45
"2153",-1.3,-0.45
"2154",-1.2,-0.45
"2155",-1.1,-0.45
"2156",-1,-0.45
"2157",-0.9,-0.45
"2158",-0.8,-0.45
"2159",-0.7,-0.45
"2160",-0.6,-0.45
"2161",-0.5,-0.45
"2162",-0.4,-0.45
"2163",-0.3,-0.45
"2164",-0.2,-0.45
"2165",-0.1,-0.45
"2166",0,-0.45
"2167",0.1,-0.45
"2168",0.2,-0.45
"2169",0.3,-0.45
"2170",0.4,-0.45
"2171",0.5,-0.45
"2172",0.6,-0.45
"2173",0.7,-0.45
"2174",0.8,-0.45
"2175",0.9,-0.45
"2176",1,-0.45
"2177",1.1,-0.45
"2178",1.2,-0.45
"2179",1.3,-0.45
"2180",1.4,-0.45
"2181",1.5,-0.45
"2182",1.6,-0.45
"2183",1.7,-0.45
"2184",1.8,-0.45
"2185",1.9,-0.45
"2186",2,-0.45
"2187",2.1,-0.45
"2188",2.2,-0.45
"2189",2.3,-0.45
"2190",2.4,-0.45
"2191",2.5,-0.45
"2192",2.6,-0.45
"2193",2.7,-0.45
"2194",2.8,-0.45
"2195",2.9,-0.45
"2196",3,-0.45
"2197",3.1,-0.45
"2198",3.2,-0.45
"2199",3.3,-0.45
"2200",3.4,-0.45
"2201",3.5,-0.45
"2202",3.6,-0.45
"2203",3.7,-0.45
"2204",3.8,-0.45
"2205",3.9,-0.45
"2206",4,-0.45
"2207",4.1,-0.45
"2208",4.2,-0.45
"2209",-2.6,-0.4
"2210",-2.5,-0.4
"2211",-2.4,-0.4
"2212",-2.3,-0.4
"2213",-2.2,-0.4
"2214",-2.1,-0.4
"2215",-2,-0.4
"2216",-1.9,-0.4
"2217",-1.8,-0.4
"2218",-1.7,-0.4
